,Ids,Prediction
101,23216,[334.65179317]
102,24280,[-250.46769151]
103,97928,[153.86085191]
104,73416,[293.89481476]
105,68763,[-39.74458835]
106,84907,[-234.09939898]
107,69395,[-189.57627132]
108,77138,[130.70639372]
109,43291,[320.71664395]
110,58769,[13.3474708]
111,49627,[-357.12533008]
112,57906,[153.036016]
113,47294,[143.40261009]
114,83627,[18.00838615]
115,49382,[-18.13636045]
116,58363,[78.54670472]
117,38265,[-44.74717627]
118,29970,[-236.51352829]
119,93967,[82.61686809]
120,99721,[-65.83289896]
121,37098,[-139.23159198]
122,92351,[12.98929728]
123,53202,[201.40835942]
124,38817,[473.94995104]
125,60025,[-360.26859074]
126,53643,[-468.8931699]
127,35808,[-411.48881082]
128,32722,[232.64377438]
129,60170,[-307.94742089]
130,47326,[63.82935728]
131,52201,[-100.56189534]
132,58707,[-143.42487776]
133,72765,[351.40358159]
134,33978,[62.70728671]
135,72425,[88.42469029]
136,60947,[-167.49375434]
137,38235,[-105.03989427]
138,88935,[211.98105468]
139,74627,[-61.66105843]
140,31009,[-465.79486994]
141,76856,[-34.27695342]
142,54229,[64.08988995]
143,85918,[285.06766403]
144,44079,[460.59220357]
145,38910,[193.5719117]
146,76345,[99.59187131]
147,42062,[181.09334477]
148,29490,[-129.53134527]
149,22717,[359.22353482]
150,26697,[333.39858652]
151,46733,[-52.87186118]
152,39301,[141.02944303]
153,87635,[-125.3068433]
154,34691,[-163.14357323]
155,52901,[106.26285656]
156,87185,[227.545617]
157,42281,[410.24518324]
158,27797,[127.83352445]
159,55406,[264.48901651]
160,75105,[139.22190528]
161,51556,[-271.26259984]
162,97880,[-12.71721389]
163,93000,[-274.6043728]
164,68545,[154.5697474]
165,51358,[-38.21757234]
166,39938,[-94.07196066]
167,97085,[3.38540696]
168,21845,[237.55926098]
169,82307,[190.10534146]
170,40954,[-253.90130544]
171,20156,[-198.95029363]
172,75014,[-140.8306484]
173,38301,[-148.77428646]
174,75898,[251.23482156]
175,65475,[359.58952773]
176,45301,[485.55265352]
177,82246,[355.42117354]
178,20961,[84.71236558]
179,32857,[329.29352193]
180,45155,[308.79056392]
181,46966,[79.91987179]
182,48582,[-104.02121933]
183,20863,[-74.89430525]
184,47535,[303.87449055]
185,70839,[-372.62473849]
186,62605,[-212.63579782]
187,20810,[-20.51738381]
188,34362,[-51.15551069]
189,59087,[257.5119127]
190,85365,[-50.17859294]
191,20463,[-172.99000933]
192,78715,[-242.10751676]
193,60002,[79.06116732]
194,28923,[-382.85705482]
195,62639,[-220.69018858]
196,86150,[-12.60216789]
197,63526,[97.4055763]
198,37718,[-109.4371924]
199,64240,[-29.83889294]
200,66934,[75.0886281]
201,76397,[145.32636532]
202,48547,[-110.79157178]
203,77522,[-277.33690337]
204,47117,[-126.03724182]
205,30114,[173.6419585]
206,44464,[46.78463467]
207,35697,[-92.39506381]
208,44110,[-109.71051771]
209,92048,[472.01718128]
210,40646,[-297.60289477]
211,35381,[-53.13119901]
212,97929,[-84.50242133]
213,42394,[-28.68675998]
214,84363,[-54.01799358]
215,51848,[-176.76193952]
216,86237,[-87.21258999]
217,96351,[38.73168607]
218,36173,[-40.42260167]
219,82125,[-60.18128231]
220,20235,[-233.05649507]
221,32553,[141.80478001]
222,64488,[378.15906864]
223,37043,[-323.94053064]
224,37690,[-93.05860141]
225,65204,[15.16989303]
226,30553,[11.67195221]
227,46586,[-239.76937849]
228,41539,[-170.38700109]
229,72356,[-67.21225798]
230,39135,[-280.45272505]
231,48783,[322.68966601]
232,24975,[-377.48486649]
233,50429,[261.65712361]
234,90222,[260.03599566]
235,29383,[241.26091957]
236,87498,[314.06464775]
237,69808,[107.49251035]
238,61996,[19.93904512]
239,47431,[-390.04707456]
240,98322,[-47.79632647]
241,35028,[-64.05335283]
242,94474,[224.73507039]
243,87086,[-379.08172014]
244,88442,[-56.97335368]
245,65264,[-83.16196869]
246,61808,[-360.43774626]
247,97355,[407.13346653]
248,21800,[11.09137347]
249,65978,[349.75267332]
250,87000,[-269.02568545]
251,43930,[-233.70974575]
252,41007,[42.0202239]
253,98988,[-106.92931296]
254,97626,[11.19472661]
255,86399,[107.95029634]
256,28576,[10.36245257]
257,80993,[114.86731479]
258,75251,[185.94405387]
259,68289,[-33.94098011]
260,67902,[-104.59370002]
261,94242,[-73.8080141]
262,84863,[407.60144797]
263,74432,[32.41588014]
264,36604,[14.86180127]
265,58138,[-109.20984709]
266,20364,[131.23233589]
267,76214,[433.38480222]
268,35856,[-81.11978449]
269,81509,[-193.38120839]
270,57322,[152.69469813]
271,94973,[-61.97124893]
272,71745,[-154.07585364]
273,73279,[94.57747921]
274,75561,[-356.5156745]
275,50220,[-127.68797297]
276,60483,[66.62259807]
277,72156,[-116.91819798]
278,83053,[-363.469609]
279,73083,[-497.54059767]
280,91507,[-195.70953906]
281,89372,[252.85917525]
282,89304,[176.07094445]
283,31824,[-26.54575232]
284,63868,[-247.48271611]
285,40592,[117.77660996]
286,33076,[56.41132003]
287,98791,[372.27724715]
288,38121,[-17.02126171]
289,66740,[369.00013113]
290,23126,[-22.03086535]
291,78163,[5.10867957]
292,70602,[302.60294577]
293,83103,[-7.45767297]
294,28202,[135.12871256]
295,47601,[195.86713222]
296,42916,[-68.96593937]
297,93052,[74.45660553]
298,97233,[31.91814915]
299,91837,[290.93134575]
300,30634,[161.68614601]
301,75370,[-195.6268486]
302,61589,[-46.83961658]
303,30874,[-290.12142215]
304,63895,[-117.4089605]
305,23859,[-93.04529308]
306,57585,[155.55406885]
307,65991,[-369.07834238]
308,58091,[-300.48525362]
309,70558,[-64.25057844]
310,81229,[-163.97613169]
311,94131,[155.30592308]
312,77878,[-2.23455908]
313,65972,[263.20631828]
314,88032,[-261.74854604]
315,98699,[-74.86690139]
316,71624,[324.60913291]
317,59707,[-254.73231836]
318,58434,[306.21849668]
319,49224,[-51.99059835]
320,70873,[-145.86612967]
321,92372,[115.99735704]
322,39054,[-153.26578608]
323,48377,[-83.3884991]
324,52276,[383.59977324]
325,99186,[-32.10014487]
326,24696,[55.54728369]
327,35751,[-120.87556586]
328,54393,[-85.21137542]
329,50652,[-277.66211731]
330,32898,[54.03714705]
331,43821,[-107.89113095]
332,65867,[-374.5602263]
333,76283,[51.1764186]
334,92576,[164.26513048]
335,47055,[55.876245]
336,95957,[-60.93646982]
337,71706,[488.32148766]
338,60831,[-85.54415445]
339,88474,[17.23343372]
340,79829,[384.89243697]
341,58380,[-206.99072561]
342,50009,[-34.22444209]
343,48435,[262.01934777]
344,59861,[91.36856567]
345,74820,[-190.36189406]
346,79638,[425.42717997]
347,90452,[345.44533005]
348,49561,[357.76953226]
349,54911,[152.03907143]
350,88398,[357.49710244]
351,70526,[-168.8041958]
352,68736,[-139.77274488]
353,27304,[-144.9261333]
354,42981,[-409.0505402]
355,38141,[58.30615638]
356,54905,[149.23300366]
357,56950,[-104.5919031]
358,52415,[2.1513807]
359,73987,[129.59855179]
360,58242,[236.47954906]
361,40885,[76.22992654]
362,76502,[-60.82895555]
363,99946,[202.55952932]
364,91419,[-112.93418511]
365,64027,[-89.99405717]
366,50573,[-176.53062278]
367,39687,[-206.53070486]
368,72626,[-151.01903005]
369,48080,[-268.7395455]
370,44766,[-20.86634351]
371,84498,[28.90369876]
372,93490,[-65.36873102]
373,96627,[-299.77030884]
374,69173,[117.25612898]
375,35306,[204.93832882]
376,50176,[155.16242651]
377,88811,[110.43600884]
378,86468,[-192.49460611]
379,95816,[194.60371888]
380,93809,[-10.08437287]
381,22318,[222.41672631]
382,87368,[223.82531174]
383,71739,[267.26658021]
384,77354,[-99.5369514]
385,93325,[321.63870927]
386,63494,[-134.98532246]
387,89234,[65.94804801]
388,70385,[-6.6304222]
389,75073,[-95.26277962]
390,33997,[310.04683696]
391,54228,[387.98475912]
392,76099,[-330.67291141]
393,87746,[348.84528146]
394,28604,[-133.28863702]
395,29966,[-265.4764584]
396,93229,[-182.14762433]
397,60428,[-85.64414789]
398,44352,[390.78921544]
399,56870,[-100.16488052]
400,63292,[-78.28633142]
401,38596,[20.950632]
402,48805,[-90.48799997]
403,90667,[207.62810865]
404,49932,[34.72149556]
405,90916,[353.52216016]
406,65420,[171.46278951]
407,26919,[-102.27127662]
408,83134,[148.64543628]
409,88748,[-323.6366077]
410,93788,[406.28698135]
411,59745,[-307.83002775]
412,46744,[-282.67679622]
413,69855,[-387.12776307]
414,73939,[249.71739069]
415,25900,[-525.39853265]
416,91820,[-142.6712426]
417,46372,[368.9145399]
418,46758,[317.69822464]
419,49004,[372.17701021]
420,87580,[-97.99982299]
421,20930,[-55.64731726]
422,32315,[-83.76940185]
423,71300,[53.2694542]
424,34345,[-87.56293544]
425,20284,[100.16271666]
426,31610,[-288.85253342]
427,75421,[-8.61210194]
428,65357,[-516.3857541]
429,36516,[-435.99756784]
430,48215,[-128.59313868]
431,24849,[79.42973439]
432,21864,[-192.13654098]
433,48383,[-35.16957127]
434,84630,[-180.42523133]
435,77813,[-242.33367113]
436,47413,[128.81854843]
437,76139,[44.40481622]
438,66284,[150.79657628]
439,51922,[-40.17053736]
440,82165,[-282.35252443]
441,38258,[190.35200376]
442,99228,[9.10259556]
443,43238,[-74.28722229]
444,88161,[-602.9610026]
445,45922,[-73.50625244]
446,25145,[157.64146272]
447,84182,[219.59516781]
448,37875,[198.5231714]
449,76525,[-472.47211726]
450,91471,[-47.21827605]
451,44925,[137.24889695]
452,49640,[45.09584712]
453,28434,[110.62779768]
454,29625,[208.81539458]
455,55908,[10.52780289]
456,20499,[320.24639516]
457,61874,[366.14975205]
458,24121,[292.01416841]
459,26416,[98.08001359]
460,33755,[341.31263263]
461,28679,[-215.76118749]
462,30691,[-69.14027006]
463,47859,[-523.28293923]
464,62134,[-80.88842774]
465,29493,[142.44856886]
466,63381,[-63.81844759]
467,96295,[127.65233228]
468,73678,[55.03495814]
469,90147,[216.47544337]
470,28636,[-87.39256355]
471,65261,[-15.22061488]
472,66269,[-326.38810566]
473,83961,[-35.09943023]
474,76158,[208.35062206]
475,28818,[51.02823769]
476,70872,[-88.49126269]
477,56865,[-406.30796317]
478,43375,[-163.72907888]
479,72229,[-321.84081781]
480,26054,[82.47054378]
481,58826,[15.57390117]
482,34102,[87.87271397]
483,47646,[18.57367005]
484,67644,[-387.69989251]
485,52086,[303.81956004]
486,82535,[-30.73767241]
487,89018,[67.45687594]
488,47960,[-133.1463144]
489,72365,[391.22177355]
490,96323,[-14.74504667]
491,25359,[107.3137769]
492,52634,[214.26136275]
493,55398,[-18.05748992]
494,33555,[458.39683216]
495,29293,[-150.80668008]
496,63170,[-71.4106115]
497,80361,[208.30057779]
498,41758,[436.13067336]
499,31057,[610.26091612]
500,33344,[63.19198322]
501,40314,[261.8904268]
502,71410,[-332.70277966]
503,69776,[209.03631712]
504,41587,[40.33723094]
505,66602,[-117.20134995]
506,46049,[-288.72415885]
507,89440,[-148.53640775]
508,89109,[217.57891553]
509,74222,[302.07721794]
510,64008,[60.92457082]
511,66465,[-5.51059536]
512,40512,[285.6712602]
513,93353,[-93.22611857]
514,60822,[-108.69675476]
515,89065,[193.0307161]
516,86292,[54.79580617]
517,66697,[-298.86277987]
518,91789,[31.06015986]
519,67535,[398.61105206]
520,92913,[-103.11152779]
521,24940,[201.48245796]
522,91867,[61.62367668]
523,60177,[-133.99950248]
524,68432,[421.95932909]
525,47441,[13.74538092]
526,67785,[-280.81155488]
527,35394,[206.32886124]
528,34163,[428.20988837]
529,33181,[67.97483538]
530,71788,[-38.05875242]
531,25307,[-166.73300083]
532,75385,[171.81720241]
533,40844,[-399.27017885]
534,45740,[357.65921176]
535,48903,[-180.05193548]
536,86343,[58.79933108]
537,22643,[18.30361593]
538,31407,[27.7939665]
539,67778,[131.00558278]
540,37754,[147.15958308]
541,89478,[-182.68429192]
542,61641,[32.25238262]
543,20565,[-204.24404456]
544,44017,[-3.07807745]
545,45664,[-147.16899327]
546,81529,[80.63170468]
547,91497,[25.75384517]
548,41765,[309.84211295]
549,31450,[-57.51950906]
550,34630,[-89.23554494]
551,75587,[-97.62866532]
552,23655,[37.79714275]
553,20247,[-71.27335644]
554,59793,[110.37987729]
555,48117,[3.63034033]
556,56458,[-257.57657889]
557,92478,[380.81540354]
558,87889,[-106.34236572]
559,48762,[98.86993191]
560,36853,[-436.04104562]
561,77319,[103.4413647]
562,95507,[62.24424666]
563,52472,[6.36330312]
564,78457,[454.53852886]
565,80878,[-18.81749256]
566,31405,[-126.11258061]
567,91183,[-69.62748169]
568,33957,[-132.9588185]
569,54481,[31.61590038]
570,99639,[48.88466135]
571,65401,[-190.80225216]
572,81667,[210.32100852]
573,43034,[-398.40677987]
574,45128,[-156.24516851]
575,95155,[-29.71469946]
576,22024,[6.67218156]
577,40514,[111.33970557]
578,81102,[261.01342102]
579,26252,[-255.40346302]
580,87700,[-83.71928578]
581,35935,[-4.59841936]
582,53987,[92.04673235]
583,71758,[-152.05823435]
584,44462,[-452.11691343]
585,56179,[45.60760517]
586,93818,[-82.85298691]
587,74526,[-353.55649149]
588,63225,[-62.85495409]
589,38307,[11.87093316]
590,28508,[20.53155536]
591,87345,[-474.94236458]
592,21532,[-251.65718309]
593,62377,[148.32339808]
594,60805,[-111.96223162]
595,43460,[-198.17184499]
596,73904,[-407.11368504]
597,46688,[-140.247857]
598,87833,[-374.98247205]
599,28230,[204.2164374]
600,40003,[-297.077756]
601,41328,[34.96912255]
602,67229,[-25.18617468]
603,48446,[239.41846903]
604,48326,[-6.22061573]
605,43399,[74.16684849]
606,37917,[-10.83024715]
607,46695,[135.88851437]
608,32836,[30.15902631]
609,37389,[79.99616944]
610,48122,[-306.94598764]
611,56858,[-1.70727342]
612,31664,[-598.10576738]
613,87249,[-105.59490964]
614,92143,[334.54358691]
615,59841,[-283.16409096]
616,60468,[42.81198178]
617,83150,[174.43506087]
618,23936,[-90.81328432]
619,39556,[23.02630518]
620,40145,[-51.8224758]
621,92762,[-313.23399405]
622,89048,[-343.99756851]
623,57153,[99.09665146]
624,24668,[-274.56820759]
625,87881,[-62.39710894]
626,64037,[109.35511916]
627,42205,[-132.52955803]
628,52823,[23.49553322]
629,99611,[-194.32788986]
630,30322,[-146.85455312]
631,26821,[-20.59076336]
632,44927,[-36.1075199]
633,53005,[508.27828923]
634,44507,[-106.04819486]
635,43507,[-112.78046549]
636,99852,[310.42162542]
637,52191,[-162.08438862]
638,79085,[-62.42994973]
639,83023,[405.69843644]
640,51388,[-379.41489786]
641,89610,[-210.72120382]
642,54942,[-190.56078555]
643,43752,[30.72244594]
644,81122,[39.07363562]
645,41847,[13.93114618]
646,59481,[182.34538762]
647,66690,[-110.90997224]
648,28556,[-239.57867806]
649,43696,[129.910276]
650,70709,[-196.44381118]
651,37087,[149.24418296]
652,78827,[123.3657175]
653,93208,[113.8631896]
654,88119,[103.62823603]
655,48924,[-143.48410823]
656,68672,[-136.70438328]
657,58478,[184.33179451]
658,78828,[-213.06101961]
659,35643,[380.30167459]
660,68011,[-217.37172756]
661,25254,[-15.50690679]
662,83038,[-116.88812724]
663,73997,[-260.08896272]
664,37999,[32.18273795]
665,85903,[234.27369479]
666,78864,[441.25703763]
667,67498,[-138.24579436]
668,36000,[171.39654761]
669,54786,[-68.91729168]
670,31488,[303.18982002]
671,82150,[31.5303931]
672,89730,[133.09929126]
673,84110,[137.07972632]
674,77311,[130.27636667]
675,75248,[-124.89558094]
676,50933,[25.59605969]
677,35137,[-23.09661238]
678,91569,[-164.34523208]
679,45248,[162.24169444]
680,86447,[204.88886377]
681,55631,[-384.16102645]
682,66699,[510.77099231]
683,40916,[317.28517823]
684,47476,[229.15074272]
685,33943,[-374.04908668]
686,60513,[-101.70169262]
687,97356,[-111.59257246]
688,44259,[647.44100326]
689,42427,[449.36487143]
690,45737,[324.6929]
691,47331,[300.4917706]
692,43697,[-287.69109814]
693,46195,[241.55533667]
694,79169,[58.35458126]
695,41620,[502.08181881]
696,65558,[74.73926769]
697,98816,[307.40083515]
698,31072,[81.34823774]
699,79397,[-211.45337051]
700,38447,[-238.0237026]
701,47081,[-375.32187939]
702,23174,[-41.34306652]
703,21149,[299.3662722]
704,47320,[418.25552028]
705,20905,[-245.35144153]
706,65054,[-109.04339155]
707,48186,[-58.08761787]
708,75032,[14.14022763]
709,63020,[157.98677455]
710,53851,[145.47056675]
711,88375,[186.01049875]
712,96393,[-70.2692439]
713,28018,[-178.77045555]
714,56707,[109.32589165]
715,24439,[-279.60848727]
716,29458,[198.10313003]
717,72608,[-1.59614497]
718,56261,[-4.17753492]
719,60520,[-55.23457164]
720,90020,[100.57387117]
721,95471,[223.65195365]
722,39530,[475.45169783]
723,91740,[-448.71506386]
724,40764,[-117.64473124]
725,32099,[199.33326493]
726,79589,[-122.94542114]
727,89937,[-186.23213492]
728,72717,[-238.56344839]
729,36247,[-596.70875245]
730,21244,[-190.00797402]
731,67507,[158.98995242]
732,51513,[20.26791724]
733,27392,[-55.63043907]
734,96006,[-126.99153119]
735,32157,[-29.35999353]
736,89098,[-40.44343807]
737,70502,[-67.60380979]
738,49414,[10.00505554]
739,60277,[69.03908585]
740,51576,[332.77187598]
741,51661,[-228.20921436]
742,36868,[-12.39748921]
743,80680,[-264.52432655]
744,68019,[53.25188929]
745,70188,[-3.7556419]
746,35641,[134.64819711]
747,62883,[306.17897045]
748,34491,[-284.30651194]
749,68045,[-173.58493742]
750,47821,[-102.39650317]
751,71116,[-426.8969864]
752,72792,[-88.60408787]
753,87120,[20.91815861]
754,28189,[52.68234834]
755,94406,[-129.48429803]
756,64996,[201.69659997]
757,34547,[280.69786805]
758,88813,[-21.00598395]
759,75586,[-91.31599906]
760,92643,[197.44759588]
761,70028,[-160.32152993]
762,71675,[156.2624445]
763,49222,[-66.36692414]
764,55359,[86.98551557]
765,81169,[180.90457606]
766,39438,[-52.42058694]
767,69083,[-462.69507887]
768,51765,[271.01461423]
769,27340,[-162.68861617]
770,97617,[276.36504522]
771,30082,[106.90826637]
772,44504,[-17.32492563]
773,20914,[-60.34680997]
774,40030,[-29.17675451]
775,95271,[108.9945344]
776,62260,[242.08547748]
777,61578,[417.05559285]
778,53501,[380.86227508]
779,68681,[251.99479072]
780,42902,[152.91711566]
781,26514,[57.61709184]
782,73077,[4.33625366]
783,28207,[-133.11089921]
784,79410,[-64.47619947]
785,38770,[-159.44406946]
786,43505,[247.92315902]
787,26111,[-93.94218582]
788,37409,[-133.96743698]
789,37441,[279.40142408]
790,88167,[256.02656185]
791,28948,[248.87784681]
792,69260,[49.02329165]
793,79233,[76.15217259]
794,83772,[-154.31046016]
795,56679,[-380.34222385]
796,83695,[143.34672261]
797,87829,[103.78045973]
798,69220,[-253.59045185]
799,77339,[-78.32279805]
800,54608,[238.79899309]
801,49311,[-99.13530765]
802,91652,[-485.91098853]
803,46489,[-288.94501741]
804,48773,[-486.35161554]
805,32826,[-532.84150806]
806,22466,[-159.2132961]
807,85901,[188.76482435]
808,52425,[522.11340385]
809,75660,[-147.13158033]
810,29388,[-20.93022197]
811,72648,[-247.33112022]
812,36477,[-386.24640939]
813,58211,[-419.32468591]
814,62279,[104.63528217]
815,60959,[174.4926039]
816,47784,[-273.48152705]
817,26756,[28.41311154]
818,50184,[118.35232734]
819,28150,[-28.31918767]
820,31923,[65.89664962]
821,93986,[-203.59870212]
822,60108,[-27.24190526]
823,95783,[286.9478048]
824,98197,[14.04680293]
825,35393,[-320.22678136]
826,72948,[46.53948281]
827,66272,[-0.63661804]
828,32824,[-103.15846921]
829,96821,[-317.56576954]
830,87278,[-548.88154426]
831,71413,[58.46740338]
832,76665,[-56.07108556]
833,43148,[154.38516805]
834,87089,[142.67525343]
835,98770,[156.56081573]
836,89060,[-464.29738421]
837,52801,[-347.84374975]
838,63031,[175.26767398]
839,33090,[-126.52095835]
840,60243,[373.62260133]
841,67848,[118.9794886]
842,59962,[429.58197383]
843,21958,[89.91353712]
844,66683,[158.52942356]
845,24725,[-250.0412319]
846,82846,[158.67580482]
847,87373,[94.0751316]
848,51157,[350.28542543]
849,35800,[511.62157584]
850,37990,[317.63770583]
851,75929,[23.26115332]
852,32414,[-98.87060858]
853,41896,[102.61675882]
854,74072,[-191.50810393]
855,66413,[-87.34142743]
856,28367,[-30.52373417]
857,76949,[116.8631676]
858,92865,[-49.96559592]
859,35578,[166.06376443]
860,24223,[-384.26953137]
861,29039,[171.23810658]
862,59399,[52.84484536]
863,40628,[568.85635829]
864,41870,[-161.63373892]
865,46782,[-401.01847542]
866,57663,[-19.18208587]
867,91667,[-78.31856844]
868,31165,[137.08473765]
869,36483,[144.95366446]
870,48728,[-55.31310747]
871,86334,[-34.50692337]
872,70381,[-108.35166065]
873,25596,[-660.48934045]
874,20815,[47.84814559]
875,64739,[58.08157353]
876,91501,[-259.83880961]
877,72460,[167.11701319]
878,99548,[-9.82012675]
879,70031,[63.75644858]
880,84353,[-220.27202884]
881,38872,[111.28673076]
882,42998,[-366.62794449]
883,24820,[187.73395054]
884,66376,[15.12884335]
885,39288,[-289.33313839]
886,70110,[-159.89207554]
887,46523,[390.26099129]
888,97605,[-493.72490909]
889,97531,[-190.7614733]
890,96795,[-38.61654074]
891,43661,[-264.88609478]
892,45830,[192.48565423]
893,21405,[256.13694082]
894,60282,[-100.13975251]
895,80153,[21.76119781]
896,67703,[-159.59387242]
897,91714,[-40.28083458]
898,44195,[-42.02570672]
899,70713,[-18.5925251]
900,61956,[-151.15791799]
901,45147,[223.93819257]
902,33577,[-146.54922269]
903,22768,[6.10589462]
904,74394,[187.74862634]
905,93009,[-19.69607432]
906,62349,[-121.60118017]
907,51725,[249.33985662]
908,30762,[64.75555289]
909,26826,[507.11655673]
910,70595,[-271.27781144]
911,59934,[-152.86307097]
912,77683,[-15.51953231]
913,44757,[-111.11248517]
914,71490,[217.32661267]
915,26310,[-140.69867334]
916,83368,[34.32452692]
917,52549,[-235.21048208]
918,56618,[-307.10353872]
919,24483,[-8.1523623]
920,88223,[-184.85858688]
921,90069,[82.3561734]
922,67885,[371.60165965]
923,34176,[-302.70847355]
924,27976,[-178.8716443]
925,37503,[234.66252198]
926,24583,[341.32404252]
927,92557,[95.19045711]
928,34204,[79.796339]
929,43241,[-493.08601911]
930,83353,[-191.62077626]
931,81837,[234.15746905]
932,28723,[-22.35354556]
933,97710,[-150.90110838]
934,24691,[490.69207509]
935,84425,[177.61049723]
936,62172,[-145.11531553]
937,41908,[109.74230458]
938,37600,[117.03630553]
939,25961,[138.44648878]
940,70373,[16.32881054]
941,45788,[-87.06493718]
942,27756,[-206.78392559]
943,58961,[-178.50874277]
944,42339,[-57.34383443]
945,80913,[-28.34684923]
946,53227,[-285.04126472]
947,95289,[-367.63425038]
948,38310,[381.77700797]
949,40356,[160.39076845]
950,37029,[309.48787312]
951,63554,[165.10958693]
952,97703,[591.88284598]
953,78279,[16.43749615]
954,67712,[-594.44102161]
955,24494,[-174.0061505]
956,33415,[162.98391608]
957,72907,[258.1859149]
958,85666,[63.57997114]
959,48333,[388.30297575]
960,93091,[244.0367805]
961,93797,[209.86015782]
962,83249,[-166.58718119]
963,88900,[-53.82982774]
964,36544,[150.44890505]
965,82135,[-66.77064004]
966,94528,[-545.3470084]
967,21847,[78.79697942]
968,28225,[-353.16102451]
969,91260,[115.1754145]
970,48663,[-167.59198327]
971,58046,[-404.51116247]
972,22096,[65.30383569]
973,52780,[19.25892384]
974,69240,[-128.79099953]
975,20901,[10.47420664]
976,26982,[40.14293652]
977,56059,[474.38680998]
978,74624,[-15.81154367]
979,97331,[63.81476361]
980,49583,[111.48404773]
981,96840,[263.64624273]
982,20858,[-94.43809132]
983,59194,[-4.10329887]
984,42183,[179.67358852]
985,64465,[41.15046348]
986,39931,[551.10417398]
987,36668,[-197.07169047]
988,68974,[-107.70189238]
989,28345,[74.97717135]
990,31617,[-210.34616288]
991,83188,[330.01127741]
992,82682,[15.1566516]
993,68344,[485.70563815]
994,31251,[204.12020243]
995,39280,[329.56570421]
996,60589,[266.72624824]
997,70383,[-122.06706195]
998,46538,[390.70357389]
999,34814,[476.3875254]
1000,46611,[233.52378767]
1001,73335,[-266.19711169]
1002,53878,[300.12582963]
1003,53520,[-87.88723358]
1004,72577,[337.17133808]
1005,35712,[74.97033608]
1006,41804,[93.10570226]
1007,62501,[198.11168426]
1008,94519,[-421.82764265]
1009,70019,[150.93292826]
1010,57912,[-0.15106095]
1011,59327,[29.98097125]
1012,31753,[88.91292193]
1013,26623,[-210.91244189]
1014,57316,[329.81150609]
1015,54426,[-103.30772558]
1016,85267,[263.39245348]
1017,45721,[345.83116461]
1018,29399,[190.69032616]
1019,25038,[-229.45312804]
1020,40408,[113.73589559]
1021,70597,[-180.71818626]
1022,58165,[184.52134068]
1023,89255,[-85.50758393]
1024,81733,[-95.9370419]
1025,48276,[-35.92036371]
1026,55619,[109.6753823]
1027,73427,[164.23791807]
1028,74733,[-261.04209346]
1029,41369,[421.25798777]
1030,27822,[-406.05796478]
1031,22250,[197.59579124]
1032,83749,[30.10117481]
1033,55271,[58.877182]
